LP,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
379,Standard,10,12-08-22,28-06-23,Spain,46,Female,Smart TV,30
380,Basic,15,05-08-22,27-06-23,Italy,27,Female,Smart TV,30
381,Premium,10,14-07-22,27-06-23,United States,43,Female,Laptop,30
382,Standard,10,07-06-22,26-06-23,Canada,51,Male,Smart TV,30
383,Basic,10,01-06-22,27-06-23,United Kingdom,49,Male,Smart TV,30
384,Standard,10,19-05-22,28-06-23,Australia,35,Female,Smartphone,30
385,Premium,15,22-05-22,27-06-23,Germany,44,Male,Smartphone,30
386,Basic,14,11-07-22,26-06-23,France,48,Male,Tablet,30
387,Premium,11,19-07-22,28-06-23,Brazil,39,Female,Tablet,30
388,Standard,12,21-07-22,28-06-23,Mexico,38,Male,Laptop,30
389,Basic,14,02-08-22,26-06-23,Spain,45,Male,Smart TV,30
390,Standard,13,03-07-22,28-06-23,Italy,43,Female,Laptop,30
391,Premium,13,23-06-22,27-06-23,United States,42,Male,Laptop,30
392,Basic,15,03-06-22,28-06-23,Canada,28,Male,Smart TV,30
393,Standard,10,03-06-22,26-06-23,United Kingdom,40,Male,Tablet,30
394,Premium,14,30-05-22,27-06-23,Australia,41,Female,Tablet,30
395,Basic,12,05-06-22,26-06-23,Germany,45,Female,Laptop,30
396,Premium,14,10-06-22,27-06-23,France,30,Female,Smartphone,30
397,Basic,11,14-07-22,26-06-23,Brazil,31,Female,Smartphone,30
398,Standard,13,15-07-22,27-06-23,Mexico,51,Female,Tablet,30
399,Standard,12,14-07-22,25-06-23,Spain,44,Female,Smartphone,30
400,Basic,14,13-07-22,27-06-23,Italy,49,Male,Laptop,30
401,Premium,12,17-07-22,26-06-23,United States,47,Female,Laptop,30
402,Basic,14,21-07-22,26-06-23,Canada,42,Male,Smartphone,30
403,Standard,13,23-07-22,28-06-23,United Kingdom,28,Male,Smartphone,30
404,Premium,13,01-08-22,28-06-23,Australia,28,Male,Smartphone,30
405,Basic,13,06-08-22,26-06-23,Germany,49,Female,Tablet,30
406,Premium,12,19-08-22,26-06-23,France,32,Female,Smartphone,30
407,Basic,12,26-08-22,27-06-23,Brazil,37,Female,Tablet,30
408,Standard,13,27-09-22,27-06-23,Mexico,37,Female,Tablet,30
409,Standard,14,15-09-22,25-06-23,Spain,37,Male,Smartphone,30
410,Basic,15,02-09-22,25-06-23,Italy,37,Male,Smart TV,30
411,Premium,14,03-09-22,26-06-23,United States,48,Female,Tablet,30
412,Basic,12,03-09-22,26-06-23,Canada,47,Male,Laptop,30
413,Standard,13,24-08-22,26-06-23,United Kingdom,41,Female,Smartphone,30
414,Premium,14,21-08-22,27-06-23,Australia,47,Female,Laptop,30
415,Basic,13,23-08-22,25-06-23,Germany,39,Female,Smartphone,30
416,Premium,10,02-09-22,26-06-23,France,28,Male,Tablet,30
417,Basic,14,21-09-22,29-06-23,Brazil,31,Male,Smart TV,30
418,Standard,14,21-10-22,27-06-23,Mexico,47,Female,Smart TV,30
419,Standard,11,30-10-22,27-06-23,Spain,27,Female,Laptop,30
420,Basic,10,02-11-22,28-06-23,Italy,28,Male,Laptop,30
421,Premium,14,16-10-22,28-06-23,United States,33,Male,Tablet,30
422,Basic,14,15-09-22,29-06-23,Canada,29,Female,Tablet,30
423,Standard,15,12-09-22,27-06-23,United Kingdom,41,Male,Smartphone,30
424,Premium,12,18-09-22,29-06-23,Australia,28,Female,Tablet,30
425,Basic,13,04-10-22,27-06-23,Germany,38,Male,Tablet,30
426,Premium,15,05-10-22,30-06-23,France,35,Male,Laptop,30
427,Basic,11,06-11-22,26-06-23,Brazil,51,Male,Smart TV,30
428,Standard,12,17-11-22,28-06-23,Mexico,45,Male,Smartphone,30
429,Standard,14,18-11-22,26-06-23,Spain,51,Male,Laptop,30
430,Basic,14,22-11-22,30-06-23,Italy,46,Female,Smart TV,30
431,Premium,15,04-12-22,28-06-23,United States,28,Male,Smart TV,30
432,Basic,12,19-11-22,30-06-23,Canada,46,Female,Smart TV,30
433,Standard,11,06-11-22,25-06-23,United Kingdom,46,Female,Smartphone,30
434,Premium,12,15-10-22,29-06-23,Australia,32,Female,Laptop,30
435,Basic,11,17-10-22,28-06-23,Germany,39,Female,Smart TV,30
436,Premium,11,19-10-22,29-06-23,France,41,Female,Smartphone,30
437,Basic,13,23-10-22,25-06-23,Brazil,47,Male,Smart TV,30
438,Standard,12,24-10-22,28-06-23,Mexico,35,Male,Smart TV,30
439,Standard,12,23-10-22,27-06-23,Spain,37,Female,Smart TV,30
440,Basic,11,10-10-22,29-06-23,Italy,47,Male,Tablet,30
441,Premium,13,05-10-22,28-06-23,United States,48,Female,Laptop,30
442,Basic,12,01-07-22,27-06-23,Canada,30,Female,Laptop,30
443,Standard,10,01-07-22,27-06-23,United Kingdom,36,Male,Smart TV,30
444,Premium,10,25-06-22,28-06-23,Australia,50,Female,Smartphone,30
445,Basic,12,24-06-22,28-06-23,Germany,41,Male,Tablet,30
446,Basic,14,28-06-22,28-06-23,France,46,Female,Smartphone,30
447,Basic,15,11-08-22,28-06-23,Brazil,36,Female,Laptop,30
448,Standard,14,12-08-22,27-06-23,Mexico,48,Male,Tablet,30
449,Premium,10,07-08-22,28-06-23,Spain,37,Female,Laptop,30
450,Basic,14,06-08-22,27-06-23,Italy,49,Male,Laptop,30
451,Basic,12,18-07-22,28-06-23,United States,31,Female,Laptop,30
452,Premium,12,16-06-22,26-06-23,Canada,42,Female,Laptop,30
453,Standard,11,30-05-22,28-06-23,United Kingdom,45,Female,Tablet,30
454,Standard,15,28-05-22,28-06-23,Australia,51,Female,Tablet,30
455,Basic,11,31-05-22,27-06-23,Germany,31,Female,Smart TV,30
456,Premium,14,04-06-22,27-06-23,France,41,Male,Tablet,30
457,Standard,14,29-06-22,28-06-23,Brazil,40,Male,Smart TV,30
458,Basic,10,24-07-22,28-06-23,Mexico,27,Male,Tablet,30
459,Standard,10,19-07-22,27-06-23,Spain,46,Female,Tablet,30
460,Premium,10,30-06-22,28-06-23,Italy,30,Female,Smart TV,30
461,Basic,11,16-06-22,27-06-23,United States,37,Male,Smart TV,30
462,Premium,15,10-06-22,28-06-23,Canada,45,Male,Smartphone,30
463,Standard,11,01-06-22,26-06-23,United Kingdom,40,Male,Smart TV,30
464,Basic,13,03-06-22,28-06-23,Australia,45,Male,Laptop,30
465,Standard,11,05-06-22,26-06-23,Germany,34,Male,Laptop,30
466,Premium,10,07-06-22,27-06-23,France,33,Male,Laptop,30
467,Basic,10,22-06-22,26-06-23,Brazil,47,Female,Laptop,30
468,Standard,11,28-06-22,27-06-23,Mexico,32,Male,Smart TV,30
469,Premium,12,29-06-22,29-06-23,Spain,41,Female,Tablet,30
470,Basic,15,03-07-22,28-06-23,Italy,31,Female,Tablet,30
471,Premium,15,08-07-22,27-06-23,United States,43,Male,Tablet,30
472,Basic,10,13-07-22,27-06-23,Canada,32,Female,Tablet,30
473,Standard,10,27-07-22,28-06-23,United Kingdom,46,Female,Smartphone,30
474,Standard,14,30-07-22,28-06-23,Australia,38,Male,Smartphone,30
475,Basic,11,13-08-22,26-06-23,Germany,31,Female,Smart TV,30
476,Premium,14,18-08-22,26-06-23,France,31,Female,Laptop,30
477,Basic,10,24-08-22,27-06-23,Brazil,50,Male,Laptop,30
478,Standard,10,08-09-22,27-06-23,Mexico,32,Male,Laptop,30
479,Premium,13,04-09-22,27-06-23,Spain,38,Female,Smartphone,30
480,Basic,15,04-09-22,27-06-23,Italy,37,Female,Laptop,30
481,Premium,12,04-09-22,26-06-23,United States,36,Male,Smart TV,30
482,Basic,11,27-08-22,27-06-23,Canada,30,Male,Smart TV,30
483,Standard,14,25-08-22,27-06-23,United Kingdom,28,Male,Smart TV,30
484,Standard,13,25-08-22,28-06-23,Australia,40,Male,Smartphone,30
485,Basic,14,01-09-22,28-06-23,Germany,28,Female,Tablet,30
486,Premium,15,13-09-22,26-06-23,France,37,Female,Laptop,30
487,Basic,15,05-10-22,29-06-23,Brazil,30,Male,Smart TV,30
488,Standard,11,08-10-22,28-06-23,Mexico,33,Female,Smart TV,30
489,Premium,11,26-10-22,28-06-23,Spain,49,Male,Tablet,30
490,Basic,12,18-10-22,29-06-23,Italy,36,Female,Smart TV,30
491,Premium,12,07-10-22,28-06-23,United States,28,Female,Smartphone,30
492,Basic,10,17-09-22,30-06-23,Canada,51,Male,Tablet,30
493,Standard,11,18-09-22,27-06-23,United Kingdom,35,Female,Smartphone,30
494,Standard,14,27-09-22,29-06-23,Australia,31,Male,Smart TV,30
495,Basic,13,30-09-22,27-06-23,Germany,39,Male,Smartphone,30
496,Premium,10,30-10-22,30-06-23,France,51,Female,Laptop,30
497,Basic,11,09-11-22,29-06-23,Brazil,44,Male,Smartphone,30
498,Standard,11,17-11-22,28-06-23,Mexico,41,Female,Smartphone,30
499,Premium,10,18-11-22,26-06-23,Spain,28,Female,Laptop,30
500,Basic,15,22-11-22,30-06-23,Italy,38,Male,Laptop,30
501,Premium,14,22-11-22,28-06-23,Spain,43,Male,Smartphone,30
502,Basic,13,21-11-22,30-06-23,Spain,38,Male,Smartphone,30
503,Standard,14,10-11-22,26-06-23,United States,30,Male,Tablet,30
504,Standard,12,21-10-22,29-06-23,Canada,32,Female,Laptop,30
505,Basic,11,21-10-22,28-06-23,United States,35,Male,Smartphone,30
506,Premium,14,23-10-22,29-06-23,United States,27,Male,Smart TV,30
507,Basic,15,24-10-22,26-06-23,Canada,49,Female,Tablet,30
508,Standard,12,23-10-22,28-06-23,United Kingdom,42,Female,Tablet,30
509,Premium,10,21-10-22,28-06-23,Australia,40,Male,Smartphone,30
510,Basic,15,06-10-22,29-06-23,Germany,43,Female,Tablet,30
511,Premium,11,26-07-22,28-06-23,France,44,Female,Smart TV,30
512,Basic,15,13-07-22,28-06-23,Brazil,32,Male,Tablet,30
513,Standard,10,06-07-22,28-06-23,Mexico,50,Male,Tablet,30
514,Standard,14,07-07-22,28-06-23,Spain,35,Male,Tablet,30
515,Basic,15,01-07-22,29-06-23,Italy,44,Female,Laptop,30
516,Premium,14,31-07-22,28-06-23,Spain,42,Female,Smart TV,30
517,Basic,12,06-08-22,28-06-23,Spain,34,Female,Smart TV,30
518,Standard,15,07-08-22,27-06-23,United States,37,Female,Tablet,30
519,Premium,10,06-08-22,28-06-23,Canada,43,Male,Smartphone,30
520,Basic,13,03-08-22,28-06-23,United States,32,Male,Smart TV,30
521,Basic,15,18-06-22,28-06-23,United States,33,Female,Smart TV,30
522,Basic,14,17-06-22,27-06-23,Canada,32,Female,Tablet,30
523,Standard,13,07-06-22,29-06-23,United Kingdom,41,Male,Smartphone,30
524,Premium,15,06-06-22,28-06-23,Australia,31,Male,Tablet,30
525,Basic,14,04-06-22,27-06-23,Germany,44,Male,Tablet,30
526,Basic,11,20-06-22,28-06-23,France,49,Male,Laptop,30
527,Premium,10,10-07-22,28-06-23,Brazil,48,Female,Tablet,30
528,Standard,13,13-07-22,29-06-23,Mexico,42,Female,Smartphone,30
529,Standard,11,07-07-22,27-06-23,Spain,50,Female,Laptop,30
530,Basic,14,22-06-22,28-06-23,Italy,49,Female,Smart TV,30
531,Premium,14,15-06-22,27-06-23,Spain,30,Female,Laptop,30
532,Standard,11,03-06-22,28-06-23,Spain,38,Male,Laptop,30
533,Basic,14,04-06-22,27-06-23,United States,38,Male,Smartphone,30
534,Standard,11,05-06-22,28-06-23,Canada,39,Female,Smart TV,30
535,Premium,15,07-06-22,29-06-23,United States,42,Female,Laptop,30
536,Basic,10,14-06-22,29-06-23,United States,28,Male,Smart TV,30
537,Premium,10,17-06-22,27-06-23,Canada,38,Male,Smartphone,30
538,Standard,14,19-06-22,28-06-23,United Kingdom,40,Female,Tablet,30
539,Basic,12,02-07-22,29-06-23,Australia,30,Female,Tablet,30
540,Standard,10,03-07-22,29-06-23,Germany,40,Male,Smartphone,30
541,Premium,10,13-07-22,27-06-23,France,31,Male,Smart TV,30
542,Basic,14,26-07-22,27-06-23,Brazil,41,Male,Smartphone,30
543,Standard,11,27-07-22,28-06-23,Mexico,37,Male,Smartphone,30
544,Premium,14,08-08-22,28-06-23,Spain,49,Male,Tablet,30
545,Basic,14,17-08-22,27-06-23,Italy,29,Male,Smart TV,30
546,Premium,10,20-08-22,26-06-23,Spain,31,Male,Smart TV,30
547,Basic,10,05-09-22,27-06-23,Spain,39,Male,Tablet,30
548,Standard,12,05-09-22,27-06-23,United States,51,Female,Smartphone,30
549,Standard,10,05-09-22,27-06-23,Canada,38,Female,Smartphone,30
550,Basic,11,06-09-22,27-06-23,United States,29,Female,Tablet,30
551,Premium,13,03-09-22,28-06-23,United States,41,Female,Laptop,30
552,Basic,13,29-08-22,27-06-23,Canada,48,Female,Tablet,30
553,Standard,14,27-08-22,28-06-23,United Kingdom,39,Male,Smart TV,30
554,Premium,12,29-08-22,29-06-23,Australia,37,Male,Smartphone,30
555,Basic,11,13-09-22,28-06-23,Germany,37,Female,Smartphone,30
556,Premium,14,24-09-22,27-06-23,France,34,Male,Smartphone,30
557,Basic,15,05-10-22,29-06-23,Brazil,37,Male,Smartphone,30
558,Standard,14,18-10-22,30-06-23,Mexico,37,Female,Smart TV,30
559,Standard,13,19-10-22,28-06-23,Spain,51,Female,Tablet,30
560,Basic,15,14-10-22,29-06-23,Italy,45,Male,Laptop,30
561,Premium,14,30-09-22,28-06-23,Spain,29,Female,Laptop,30
562,Basic,14,19-09-22,30-06-23,Spain,37,Male,Laptop,30
563,Standard,10,24-09-22,29-06-23,United States,34,Male,Tablet,30
564,Premium,14,28-09-22,29-06-23,Canada,35,Male,Smartphone,30
565,Basic,12,29-09-22,27-06-23,United States,29,Male,Laptop,30
566,Premium,11,11-10-22,01-07-23,United States,45,Male,Tablet,30
567,Basic,14,08-11-22,29-06-23,Canada,36,Male,Smart TV,30
568,Standard,11,16-11-22,28-06-23,United Kingdom,27,Female,Laptop,30
569,Standard,10,17-11-22,26-06-23,Australia,31,Female,Laptop,30
570,Basic,10,20-11-22,30-06-23,Germany,41,Female,Laptop,30
571,Premium,13,21-11-22,29-06-23,France,37,Male,Smart TV,30
572,Basic,12,21-11-22,30-06-23,Brazil,49,Female,Tablet,30
573,Standard,12,18-11-22,27-06-23,Mexico,37,Female,Smart TV,30
574,Premium,14,26-10-22,29-06-23,Spain,36,Female,Smartphone,30
575,Basic,13,25-10-22,28-06-23,Italy,38,Female,Smart TV,30
576,Premium,15,26-10-22,30-06-23,Spain,49,Female,Tablet,30
577,Basic,15,23-10-22,26-06-23,Spain,31,Male,Laptop,30
578,Standard,13,23-10-22,28-06-23,United States,29,Female,Laptop,30
579,Standard,12,16-10-22,28-06-23,Canada,35,Female,Tablet,30
580,Basic,14,09-08-22,29-06-23,United States,46,Female,Tablet,30
581,Premium,10,02-08-22,29-06-23,United States,29,Female,Laptop,30
582,Basic,12,16-07-22,28-06-23,Canada,43,Female,Laptop,30
583,Standard,15,17-07-22,28-06-23,United Kingdom,38,Female,Tablet,30
584,Premium,14,14-07-22,28-06-23,Australia,48,Female,Smart TV,30
585,Basic,14,16-07-22,29-06-23,Germany,41,Male,Laptop,30
586,Premium,15,06-08-22,29-06-23,France,51,Female,Laptop,30
587,Basic,14,07-08-22,28-06-23,Brazil,39,Male,Smart TV,30
588,Standard,11,07-08-22,27-06-23,Mexico,31,Male,Smartphone,30
589,Standard,15,04-08-22,29-06-23,Spain,28,Male,Laptop,30
590,Basic,15,29-07-22,29-06-23,Italy,47,Male,Laptop,30
591,Premium,14,19-06-22,28-06-23,Spain,35,Female,Smart TV,30
592,Basic,15,09-06-22,29-06-23,Spain,33,Male,Smartphone,30
593,Standard,11,06-06-22,29-06-23,United States,41,Male,Smartphone,30
594,Premium,12,06-06-22,30-06-23,Canada,38,Female,Smart TV,30
595,Basic,10,11-06-22,28-06-23,United States,49,Male,Laptop,30
596,Basic,14,18-06-22,28-06-23,United States,29,Female,Smart TV,30
597,Basic,13,27-06-22,28-06-23,Canada,50,Male,Laptop,30
598,Standard,12,05-07-22,29-06-23,United Kingdom,29,Female,Tablet,30
599,Premium,15,06-07-22,27-06-23,Australia,44,Male,Smart TV,30
600,Basic,14,16-06-22,29-06-23,Germany,36,Female,Smart TV,30
601,Basic,14,05-06-22,30-06-23,France,46,Female,Smart TV,30
602,Premium,14,05-06-22,29-06-23,Brazil,30,Male,Smartphone,30
603,Standard,15,06-06-22,27-06-23,Mexico,46,Female,Tablet,30
604,Standard,15,07-06-22,28-06-23,Spain,33,Male,Smartphone,30
605,Basic,15,10-06-22,29-06-23,Italy,46,Female,Tablet,30
606,Premium,14,13-06-22,29-06-23,Spain,50,Male,Tablet,30
607,Standard,14,14-06-22,27-06-23,Spain,27,Female,Smart TV,30
608,Basic,12,22-06-22,28-06-23,United States,48,Female,Smart TV,30
609,Standard,14,03-07-22,29-06-23,Canada,50,Female,Smartphone,30
610,Premium,13,05-07-22,29-06-23,United States,28,Female,Tablet,30
611,Basic,15,11-07-22,28-06-23,United States,29,Female,Smartphone,30
612,Premium,11,17-07-22,27-06-23,Canada,36,Male,Smart TV,30
613,Standard,12,27-07-22,28-06-23,United Kingdom,51,Male,Laptop,30
614,Basic,15,14-08-22,28-06-23,Australia,51,Male,Smartphone,30
615,Standard,13,15-08-22,27-06-23,Germany,43,Male,Smart TV,30
616,Premium,14,02-09-22,27-06-23,France,38,Female,Laptop,30
617,Basic,11,05-09-22,28-06-23,Brazil,45,Female,Smartphone,30
618,Standard,10,06-09-22,28-06-23,Mexico,28,Female,Smart TV,30
619,Premium,11,06-09-22,29-06-23,Spain,27,Male,Smartphone,30
620,Basic,11,05-09-22,27-06-23,Italy,41,Female,Smartphone,30
621,Premium,14,06-09-22,29-06-23,Spain,49,Male,Smart TV,30
622,Basic,12,29-08-22,28-06-23,Spain,35,Male,Smartphone,30
623,Standard,13,30-08-22,28-06-23,United States,29,Female,Smart TV,30
624,Standard,10,02-09-22,30-06-23,Canada,42,Male,Smartphone,30
625,Basic,15,20-09-22,28-06-23,United States,33,Male,Tablet,30
626,Premium,10,23-09-22,30-06-23,United States,30,Male,Laptop,30
627,Basic,11,29-09-22,29-06-23,Canada,43,Female,Smart TV,30
628,Standard,10,09-10-22,01-07-23,United Kingdom,42,Male,Smartphone,30
629,Premium,11,12-10-22,29-06-23,Australia,39,Male,Tablet,30
630,Basic,15,06-10-22,30-06-23,Germany,32,Female,Smart TV,30
631,Premium,14,21-09-22,28-06-23,France,31,Male,Smartphone,30
632,Basic,13,23-09-22,01-07-23,Brazil,39,Male,Smartphone,30
633,Standard,12,28-09-22,29-06-23,Mexico,41,Female,Smartphone,30
634,Standard,12,29-09-22,29-06-23,Spain,51,Female,Smart TV,30
635,Basic,13,03-10-22,27-06-23,Italy,29,Male,Laptop,30
636,Premium,10,28-10-22,01-07-23,Spain,33,Female,Smart TV,30
637,Basic,12,14-11-22,29-06-23,Spain,51,Female,Tablet,30
638,Standard,11,16-11-22,01-07-23,United States,38,Male,Tablet,30
639,Premium,10,17-11-22,28-06-23,Canada,37,Female,Laptop,30
640,Basic,13,20-11-22,30-06-23,United States,50,Female,Laptop,30
641,Premium,12,21-11-22,29-06-23,United States,33,Male,Tablet,30
642,Basic,11,19-11-22,01-07-23,Canada,27,Male,Laptop,30
643,Standard,11,28-10-22,27-06-23,United Kingdom,50,Female,Smartphone,30
644,Standard,15,27-10-22,29-06-23,Australia,47,Female,Laptop,30
645,Basic,13,27-10-22,29-06-23,Germany,41,Male,Laptop,30
646,Premium,10,27-10-22,30-06-23,France,49,Female,Laptop,30
647,Basic,15,25-10-22,28-06-23,Brazil,32,Male,Smart TV,30
648,Standard,10,17-10-22,28-06-23,Mexico,38,Female,Smartphone,30
649,Premium,14,20-08-22,29-06-23,Spain,38,Female,Smartphone,30
650,Basic,15,16-08-22,29-06-23,Italy,28,Female,Smart TV,30
651,Premium,13,15-08-22,29-06-23,Spain,31,Male,Tablet,30
652,Basic,14,15-08-22,29-06-23,Spain,39,Female,Smartphone,30
653,Standard,11,29-07-22,29-06-23,United States,28,Female,Smartphone,30
654,Standard,12,17-07-22,28-06-23,Canada,30,Female,Smartphone,30
655,Basic,11,26-07-22,29-06-23,United States,42,Male,Tablet,30
656,Premium,14,31-07-22,29-06-23,United States,33,Female,Laptop,30
657,Basic,14,03-08-22,29-06-23,Canada,34,Female,Smart TV,30
658,Standard,13,04-08-22,29-06-23,United Kingdom,49,Female,Smart TV,30
659,Premium,13,03-08-22,29-06-23,Australia,41,Male,Laptop,30
660,Basic,12,27-06-22,29-06-23,Germany,28,Male,Smart TV,30
661,Premium,14,27-06-22,28-06-23,France,49,Female,Laptop,30
662,Basic,15,15-06-22,29-06-23,Brazil,49,Male,Tablet,30
663,Standard,11,13-06-22,29-06-23,Mexico,36,Male,Tablet,30
664,Standard,11,12-06-22,30-06-23,Spain,31,Male,Smart TV,30
665,Basic,10,18-06-22,28-06-23,Italy,38,Male,Smartphone,30
666,Premium,15,26-06-22,29-06-23,Spain,34,Female,Tablet,30
667,Basic,11,30-06-22,30-06-23,Spain,51,Female,Smartphone,30
668,Standard,13,03-07-22,30-06-23,United States,49,Male,Smart TV,30
669,Premium,13,19-06-22,28-06-23,Canada,27,Female,Tablet,30
670,Basic,10,08-06-22,29-06-23,United States,38,Male,Smart TV,30
671,Basic,10,08-06-22,30-06-23,United States,51,Male,Tablet,30
672,Basic,14,09-06-22,30-06-23,Canada,47,Female,Tablet,30
673,Standard,15,09-06-22,27-06-23,United Kingdom,37,Male,Smartphone,30
674,Premium,13,10-06-22,28-06-23,Australia,37,Female,Laptop,30
675,Basic,11,11-06-22,29-06-23,Germany,39,Female,Tablet,30
676,Basic,11,13-06-22,29-06-23,France,31,Male,Smartphone,30
677,Premium,13,17-06-22,28-06-23,Brazil,36,Male,Smart TV,30
678,Standard,15,27-06-22,28-06-23,Mexico,42,Female,Smart TV,30
679,Standard,11,05-07-22,29-06-23,Spain,49,Male,Laptop,30
680,Basic,15,07-07-22,29-06-23,Italy,44,Female,Laptop,30
681,Premium,11,16-07-22,28-06-23,Spain,33,Male,Laptop,30
682,Standard,11,23-07-22,27-06-23,Spain,42,Male,Tablet,30
683,Basic,13,03-08-22,29-06-23,United States,39,Male,Smartphone,30
684,Standard,10,11-08-22,29-06-23,Canada,49,Male,Smartphone,30
685,Premium,12,15-08-22,30-06-23,United States,31,Male,Smartphone,30
686,Basic,14,18-08-22,28-06-23,United States,37,Male,Tablet,30
687,Premium,13,26-08-22,29-06-23,Canada,30,Female,Tablet,30
688,Standard,10,03-09-22,28-06-23,United Kingdom,42,Male,Smartphone,30
689,Basic,15,04-09-22,29-06-23,Australia,37,Female,Smart TV,30
690,Standard,15,05-09-22,30-06-23,Germany,36,Male,Laptop,30
691,Premium,11,01-09-22,29-06-23,France,28,Female,Laptop,30
692,Basic,15,31-08-22,30-06-23,Brazil,36,Male,Tablet,30
693,Standard,14,01-09-22,29-06-23,Mexico,31,Female,Tablet,30
694,Premium,14,17-09-22,01-07-23,Spain,46,Male,Smart TV,30
695,Basic,13,21-09-22,28-06-23,Italy,28,Male,Laptop,30
696,Premium,15,29-09-22,01-07-23,Spain,31,Male,Tablet,30
697,Basic,12,06-10-22,29-06-23,Spain,43,Male,Smart TV,30
698,Standard,10,12-10-22,02-07-23,United States,28,Male,Laptop,30
699,Standard,13,07-10-22,30-06-23,Canada,32,Female,Smartphone,30
700,Basic,12,04-10-22,30-06-23,United States,31,Female,Laptop,30
701,Premium,11,24-09-22,28-06-23,United States,45,Male,Smart TV,30
702,Basic,14,25-09-22,01-07-23,Canada,36,Male,Smartphone,30
703,Standard,14,27-09-22,30-06-23,United Kingdom,35,Male,Laptop,30
704,Premium,13,30-09-22,01-07-23,Australia,27,Female,Tablet,30
705,Basic,13,04-10-22,28-06-23,Germany,32,Male,Laptop,30
706,Premium,12,24-10-22,01-07-23,France,46,Female,Smartphone,30
707,Basic,12,28-10-22,30-06-23,Brazil,36,Male,Smart TV,30
708,Standard,13,02-11-22,01-07-23,Mexico,39,Male,Laptop,30
709,Standard,12,07-11-22,28-06-23,Spain,48,Female,Smart TV,30
710,Basic,10,10-11-22,30-06-23,Italy,48,Female,Smart TV,30
711,Premium,14,15-11-22,29-06-23,Spain,27,Female,Laptop,30
712,Basic,13,08-11-22,01-07-23,Spain,45,Male,Tablet,30
713,Standard,10,01-11-22,27-06-23,United States,30,Male,Laptop,30
714,Premium,15,30-10-22,29-06-23,Canada,29,Male,Tablet,30
715,Basic,12,28-10-22,29-06-23,United States,43,Female,Laptop,30
716,Premium,10,26-10-22,30-06-23,United States,43,Male,Laptop,30
717,Basic,15,18-10-22,29-06-23,Canada,39,Female,Tablet,30
718,Standard,14,30-09-22,30-06-23,United Kingdom,27,Male,Tablet,30
719,Standard,10,03-09-22,29-06-23,Australia,33,Female,Tablet,30
720,Basic,10,23-08-22,29-06-23,Germany,32,Female,Tablet,30
721,Premium,10,16-08-22,29-06-23,France,37,Female,Tablet,30
722,Basic,13,11-08-22,30-06-23,Brazil,45,Male,Smartphone,30
723,Standard,10,01-08-22,30-06-23,Mexico,40,Female,Smartphone,30
724,Premium,14,01-08-22,29-06-23,Spain,44,Male,Laptop,30
725,Basic,12,01-08-22,29-06-23,Italy,29,Female,Tablet,30
726,Premium,14,02-08-22,30-06-23,Spain,50,Male,Laptop,30
727,Basic,11,04-08-22,29-06-23,Spain,32,Female,Laptop,30
728,Standard,14,04-08-22,29-06-23,United States,39,Male,Laptop,30
729,Standard,15,07-07-22,30-06-23,Canada,43,Female,Smartphone,30
730,Basic,12,27-06-22,30-06-23,United States,49,Female,Smartphone,30
731,Premium,13,19-06-22,29-06-23,United States,30,Male,Tablet,30
732,Basic,12,19-06-22,29-06-23,Canada,47,Male,Tablet,30
733,Standard,10,18-06-22,29-06-23,United Kingdom,51,Female,Laptop,30
734,Premium,14,19-06-22,30-06-23,Australia,40,Male,Tablet,30
735,Basic,14,24-06-22,28-06-23,Germany,40,Male,Laptop,30
736,Premium,11,30-06-22,30-06-23,France,49,Male,Smartphone,30
737,Basic,15,02-07-22,30-06-23,Brazil,43,Female,Tablet,30
738,Standard,14,26-06-22,01-07-23,Mexico,44,Female,Smartphone,30
739,Standard,13,21-06-22,28-06-23,Spain,27,Male,Smartphone,30
740,Basic,14,16-06-22,29-06-23,Italy,30,Male,Tablet,30
741,Premium,14,09-06-22,30-06-23,Spain,47,Male,Smart TV,30
742,Basic,13,10-06-22,30-06-23,Spain,51,Male,Smartphone,30
743,Standard,15,10-06-22,28-06-23,United States,31,Female,Laptop,30
744,Premium,13,11-06-22,29-06-23,Canada,34,Female,Tablet,30
745,Basic,11,12-06-22,30-06-23,United States,28,Female,Laptop,30
746,Basic,15,15-06-22,30-06-23,United States,32,Male,Smartphone,30
747,Basic,11,25-06-22,29-06-23,Canada,41,Male,Smart TV,30
748,Standard,13,30-06-22,28-06-23,United Kingdom,40,Male,Smart TV,30
749,Premium,12,06-07-22,30-06-23,Australia,46,Male,Smart TV,30
750,Basic,13,09-07-22,29-06-23,Germany,47,Male,Smart TV,30
751,Basic,14,18-07-22,29-06-23,France,45,Female,Laptop,30
752,Premium,10,24-07-22,28-06-23,Brazil,28,Female,Smartphone,30
753,Standard,12,27-07-22,30-06-23,Mexico,43,Female,Smartphone,30
754,Standard,11,10-08-22,29-06-23,Spain,41,Male,Laptop,30
755,Basic,13,16-08-22,30-06-23,Italy,32,Male,Tablet,30
756,Premium,14,23-08-22,29-06-23,Spain,44,Female,Smartphone,30
757,Standard,11,03-09-22,30-06-23,Spain,32,Male,Laptop,30
758,Basic,12,04-09-22,29-06-23,United States,47,Male,Laptop,30
759,Standard,14,05-09-22,29-06-23,Canada,37,Male,Smart TV,30
